Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
0,2007-10-05,32.38558578491211,35.25071281473011,26.768006081918546,28.908803575805525,855215656
1,2007-10-08,30.727672576904297,33.48012486897146,30.53451718745854,33.48012486897146,126671715
2,2007-10-09,32.82017517089844,33.10990603070133,29.085854182395227,30.743762670622203,116725709
3,2007-10-10,33.125999450683594,33.80204096867718,32.83626861907928,33.67327001215155,67931378
4,2007-10-11,36.828128814697266,38.63090483962656,32.83627042359523,38.63090483962656,106320954
5,2007-10-12,36.586692810058594,37.95487064587003,35.733594562180855,36.05551875884237,99410791
6,2007-10-15,37.0695686340332,37.56855361773639,36.747644528305386,37.34320499717687,41814972
7,2007-10-16,40.85219192504883,41.496044740055524,36.86033241681845,37.117870049719734,138614496
8,2007-10-17,44.03923797607422,45.06939270416665,34.15616198974703,36.699364252332515,204876259
9,2007-10-18,42.49398422241211,48.111560759072674,40.67511417510673,44.74745261959122,146617799
10,2007-10-19,42.34913635253906,44.0714315530647,40.240530397481606,41.52822709075295,110266491
11,2007-10-22,41.7857780456543,43.08956948174565,40.40150118252904,41.49604710056478,72253405
12,2007-10-23,44.76356506347656,45.16597025685034,42.81592130772198,42.81592130772198,74594921
13,2007-10-24,44.07142639160156,46.1961265599384,43.57244136157235,45.713235990139744,63055170
14,2007-10-25,43.974857330322266,45.00501656382562,38.84016435974172,42.57448612322061,34522489
15,2007-10-26,45.29473114013672,46.01906036179189,43.540243056688624,44.74745842611391,62370025
16,2007-10-29,46.21223068237305,47.32287092901272,45.80982542871757,46.035174117315215,43657697
17,2007-10-30,47.242393493652344,48.51399157269075,45.455711410864794,46.83998820920156,79921711
18,2007-10-31,48.2242431640625,49.286595349828254,47.3228574001175,47.48381945556305,44655368
19,2007-11-01,47.145816802978516,49.7855973945558,46.7595103235326,49.41538538102873,50632492
20,2007-11-02,47.998905181884766,48.28864043902508,45.06939424998914,45.439610552695946,32001693
21,2007-11-05,48.98076629638672,50.059212954323584,47.67697101152265,47.96670620796483,38833135
22,2007-11-06,49.62461853027344,52.763378903079875,48.94857696131693,49.83386834851875,81880281
23,2007-11-07,48.90028381347656,51.25032803525878,47.8057427288982,50.54209762353167,33593141
24,2007-11-08,48.06329345703125,49.36708906093631,47.00094536470238,47.644793751902014,27990521
25,2007-11-12,49.22222137451172,50.09141844285019,45.34303222596566,46.614634535872625,35153735
26,2007-11-13,50.39722442626953,51.41128437178822,48.46568000951978,50.05920589988818,43830531
27,2007-11-14,49.73728561401367,51.990754271646175,49.47974371903069,51.28251951841168,36738579
28,2007-11-15,50.57429885864258,51.459590287268675,49.62462085229335,50.67087435885146,29242252
29,2007-11-16,50.220184326171875,51.363013399211226,49.64071819218804,50.348953122709595,18895294
30,2007-11-19,52.03905487060547,53.92231215880058,50.976706844636965,51.36301323300003,40716718
31,2007-11-20,51.234249114990234,53.278468676584815,50.60649517281405,51.82980976360265,26342171
32,2007-11-21,47.242393493652344,51.84590820121859,46.099559865986045,51.54008280486207,26814499
33,2007-11-22,45.61666488647461,48.64275554561221,43.63683213516187,46.74339946957343,34096185
34,2007-11-23,48.64274978637695,48.93248062873772,45.906390327885084,48.61055650025344,27664090
35,2007-11-26,49.0290641784668,50.445529703313106,48.64275778062298,50.445529703313106,20159123
36,2007-11-27,47.82184982299805,49.866069304736214,47.322869074569425,49.866069304736214,20573198
37,2007-11-28,47.113616943359375,49.0934542945035,46.79169273879954,48.868105604761034,16435311
38,2007-11-29,45.84201431274414,48.546176483920384,45.246453721345695,48.28863889290399,25530967
39,2007-11-30,47.612579345703125,47.90231011818801,46.0351523698415,46.67900047152987,18437721
40,2007-12-03,48.288639068603516,48.88419966216892,47.82184727101483,48.19205919683893,16851227
41,2007-12-04,47.6608772277832,49.01296027575765,47.306759823182716,48.61055512652422,14008727
42,2007-12-05,49.56023406982422,49.73729497464344,47.64478797017189,47.7413634699818,27725290
43,2007-12-06,48.64274978637695,51.39519933836742,48.01499598928242,50.63867676315426,24104710
44,2007-12-07,48.43349838256836,49.64071393349724,47.56430580572498,48.948577890906485,11742386
45,2007-12-10,48.481788635253906,49.077344791066345,47.85403482633609,48.90028826361544,8330010
46,2007-12-11,48.256439208984375,49.19001831069985,48.01499611200405,48.916381927513726,11685950
47,2007-12-12,48.2242431640625,48.65884158704053,47.3228574001175,47.644781511008595,16342131
48,2007-12-13,47.41944885253906,48.93249442970623,47.242392278485674,48.28864599114602,14620172
49,2007-12-14,46.952640533447266,47.69306859813399,46.71119745360107,47.25847018113583,10991851
50,2007-12-17,44.119712829589844,47.48382169350443,43.45976575133426,47.22627977282832,19355678
51,2007-12-18,43.92656707763672,45.39132042469129,42.558389242950625,43.62073734450929,21607783
52,2007-12-19,43.121742248535156,45.729328245593685,42.751530419050745,45.343017591816526,19526912
53,2007-12-20,42.68715286254883,44.03923606971298,42.493997494900256,43.68511862341991,17105204
54,2007-12-24,43.99094772338867,44.68308377890754,42.97688314856657,43.331000590061926,16711519
55,2007-12-26,45.326927185058594,45.87419993242705,44.232386056697,44.232386056697,20930094
56,2007-12-27,45.64884567260742,46.90434870517259,45.262535031952865,46.2605005483315,44565277
57,2007-12-28,46.00297164916992,46.19612700567801,45.069388153776785,45.552274361859205,18354518
58,2007-12-31,46.34099578857422,46.614632212477304,45.777628478458034,46.357094617260344,11982308
59,2008-01-01,47.194095611572266,47.628694139059554,46.147841999580315,46.582440527067604,16687746
